Price,Close,High,Low,Open,Volume,SMA20,EMA20,RSI
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,
2023-04-20,164.2701873779297,165.47276665465435,163.1957564794937,163.71818673436218,52456400,160.82214736938477,160.4600486400199,60.268039418956455
2023-04-21,162.66348266601562,164.07305473489896,162.14105238473394,162.69305305620966,58337300,161.1222999572754,160.67000390770377,50.300337409885216
2023-04-24,162.96902465820312,163.23517316391397,161.5495860155954,162.64373538253156,41949600,161.3726722717285,160.88905682260676,47.791808890386406
2023-04-25,161.43136596679688,163.9350881077864,161.39192874454255,162.8310865389587,48714100,161.64325485229492,160.94072634597123,45.35933798294285
2023-04-26,161.42144775390625,162.91974586384254,160.47516529354857,160.73144699304368,45498800,161.94439086914062,160.98652620562052,50.0
2023-04-27,166.00506591796875,166.1529178634098,162.83104713478986,162.83104713478986,64902300,162.32093505859376,161.46464169127293,58.5498661309552
2023-04-28,167.25689697265625,167.42448254310634,165.48261369922477,166.08390326571939,55275900,162.68170776367188,162.01645141877646,68.59504132231405
2023-05-01,167.168212890625,168.01593249804148,166.2317821133474,166.86264216717663,52472900,162.91285934448243,162.5072292430315,72.61966031909418
2023-05-02,166.13319396972656,167.91735928630777,165.14747425578494,167.6610625345139,48425700,163.02966766357423,162.85264446592325,71.33468149646107
2023-05-03,165.0587615966797,168.47921017635485,164.77290950021637,167.07949000013943,65136000,163.11936645507814,163.0627977858085,56.132381570408825
2023-05-04,163.42250061035156,164.65465052310523,161.96363932510113,162.53535868952594,81235400,163.21941909790038,163.0970621200958,51.73454555554527
2023-05-05,171.09136962890625,171.81094077356033,168.32148473339686,168.5383442631647,113453200,163.65855560302734,163.85856393422668,67.03437765784224
2023-05-08,171.02236938476562,171.3673772990156,169.65221959190652,170.01693107088172,55962800,164.22386627197267,164.54094397243267,65.0794283259055
2023-05-09,169.31710815429688,171.06182151405454,169.14953757945023,170.5788283985824,45326900,164.76453399658203,164.99588482450005,58.66841345458859
2023-05-10,171.08154296875,171.5448325237521,169.44524432941884,170.54926084220077,53724500,165.42792434692382,165.57554978924452,63.99369265156289
2023-05-11,171.268798828125,172.09679977091955,169.71135988855104,171.3673768150292,49514700,165.83157653808593,166.11783040537654,68.77431854801124
